"subject","stateabb","grade","year","icc","nschools","nstudents"
"rla","AK",4,2012,0.1421,150,8170
"rla","AK",4,2013,0.1778,150,7910
"rla","AK",4,2014,0.2164,160,8190
"rla","AK",4,2015,0.1618,140,7020
"rla","AK",5,2009,0.154,150,7960
"rla","AK",5,2010,0.1588,150,8350
"rla","AK",5,2011,0.1559,160,8450
"rla","AK",5,2012,0.1838,150,8360
"rla","AK",5,2013,0.1587,150,7740
"rla","AK",5,2014,0.195,140,7640
"rla","AK",5,2015,0.1683,140,7020
"rla","AK",6,2009,0.1859,130,8020
"rla","AK",6,2010,0.2002,120,7970
"rla","AK",6,2011,0.199,130,8390
"rla","AK",6,2012,0.1722,120,8340
"rla","AK",6,2013,0.211,110,7740
"rla","AK",6,2014,0.1563,120,7660
"rla","AK",6,2015,0.2698,100,6610
"rla","AK",7,2009,0.235,70,8240
"rla","AK",7,2010,0.1832,70,8230
"rla","AK",7,2011,0.217,70,8080
"rla","AK",7,2012,0.2183,70,8440
"rla","AK",7,2013,0.1631,70,8110
"rla","AK",7,2014,0.3044,70,8100
"rla","AK",7,2015,0.2162,60,6850
"rla","AK",8,2009,0.1412,60,8180
"rla","AK",8,2010,0.1132,70,8220
"rla","AK",8,2011,0.2394,60,8050
"rla","AK",8,2012,0.233,70,7930
"rla","AK",8,2013,0.2626,60,7680
"rla","AK",8,2014,0.1833,60,7840
"rla","AK",8,2015,0.2784,50,6650
"rla","AL",3,2009,0.146,710,58310
"rla","AL",3,2010,0.1454,700,57410
"rla","AL",3,2011,0.1519,700,55690
"rla","AL",3,2012,0.1625,690,55080
"rla","AL",3,2013,0.1523,680,55140
"rla","AL",3,2014,0.1772,530,44460
"rla","AL",3,2015,0.1836,680,55250
"rla","AL",3,2016,0.1822,660,56470
"rla","AL",3,2017,0.1638,660,56460
"rla","AL",3,2018,0.1731,660,56390
"rla","AL",3,2019,0.1569,650,54380
"rla","AL",4,2009,0.1761,710,57930
"rla","AL",4,2010,0.1579,700,58580
"rla","AL",4,2011,0.1732,690,57480
"rla","AL",4,2012,0.1765,680,55670
"rla","AL",4,2013,0.1787,680,55140
"rla","AL",4,2014,0.1716,520,44940
"rla","AL",4,2015,0.1828,670,54700
"rla","AL",4,2016,0.1687,660,54380
"rla","AL",4,2017,0.1728,650,56350
"rla","AL",4,2018,0.1668,660,57640
"rla","AL",4,2019,0.1652,660,56660
"rla","AL",5,2009,0.1593,690,57210
"rla","AL",5,2010,0.1704,680,57600
"rla","AL",5,2011,0.1564,680,57980
"rla","AL",5,2012,0.1734,660,57450
"rla","AL",5,2013,0.1733,660,55700
"rla","AL",5,2014,0.17,500,43930
"rla","AL",5,2015,0.148,650,54540
"rla","AL",5,2016,0.1504,630,53390
"rla","AL",5,2017,0.1447,640,54010
"rla","AL",5,2018,0.1734,640,57030
"rla","AL",5,2019,0.1576,640,57490
"rla","AL",6,2009,0.1582,520,56430
"rla","AL",6,2010,0.1731,510,56900
"rla","AL",6,2011,0.1576,510,57130
"rla","AL",6,2012,0.1687,490,58020
"rla","AL",6,2013,0.156,490,57380
"rla","AL",6,2014,0.1625,400,46920
"rla","AL",6,2015,0.1705,480,53980
"rla","AL",6,2016,0.1588,470,53210
"rla","AL",6,2017,0.1516,470,53400
"rla","AL",6,2018,0.1615,470,54660
"rla","AL",6,2019,0.1419,460,56600
"rla","AL",7,2009,0.1491,440,56530
"rla","AL",7,2010,0.1675,440,56670
"rla","AL",7,2011,0.1623,440,57320
"rla","AL",7,2012,0.1688,430,57920
"rla","AL",7,2013,0.1545,430,58500
"rla","AL",7,2014,0.1424,340,48140
"rla","AL",7,2015,0.1346,420,55160
"rla","AL",7,2016,0.134,410,53630
"rla","AL",7,2017,0.1246,400,52180
"rla","AL",7,2018,0.1448,410,53790
"rla","AL",7,2019,0.1353,410,54820
"rla","AL",8,2009,0.1648,450,56420
"rla","AL",8,2010,0.1535,440,55470
"rla","AL",8,2011,0.1745,440,56020
"rla","AL",8,2012,0.1887,430,56700
"rla","AL",8,2013,0.1701,430,56840
"rla","AL",8,2014,0.1352,360,49530
"rla","AL",8,2015,0.1329,420,56210
"rla","AL",8,2016,0.1259,400,53530
"rla","AL",8,2017,0.1347,400,51980
"rla","AL",8,2018,0.149,410,53340
"rla","AL",8,2019,0.1336,400,53320
"rla","AR",3,2009,0.1507,470,35380
"rla","AR",3,2010,0.1424,470,35860
"rla","AR",3,2011,0.1293,470,36220
"rla","AR",3,2012,0.139,470,35800
"rla","AR",3,2013,0.1471,460,35590
"rla","AR",3,2014,0.1204,320,25690
"rla","AR",3,2015,0.1406,440,34300
"rla","AR",3,2016,0.1451,450,37530
"rla","AR",3,2017,0.1604,460,37980
"rla","AR",3,2018,0.1398,460,37220
"rla","AR",3,2019,0.1519,460,36260
"rla","AR",4,2009,0.1499,470,35540
"rla","AR",4,2010,0.1381,470,35890
"rla","AR",4,2011,0.1475,470,36430
"rla","AR",4,2012,0.1395,460,35960
"rla","AR",4,2013,0.133,450,35220
"rla","AR",4,2014,0.1381,340,27440
"rla","AR",4,2015,0.1552,440,34550
"rla","AR",4,2016,0.1476,450,35340
"rla","AR",4,2017,0.1606,450,37840
"rla","AR",4,2018,0.1632,450,38190
"rla","AR",4,2019,0.147,450,37380
"rla","AR",5,2009,0.1485,420,35110
"rla","AR",5,2010,0.1289,420,35720
"rla","AR",5,2011,0.1361,420,36080
"rla","AR",5,2012,0.134,420,36200
"rla","AR",5,2013,0.1302,410,35680
"rla","AR",5,2014,0.1302,330,29480
"rla","AR",5,2015,0.1413,400,34320
"rla","AR",5,2016,0.1312,400,35310
"rla","AR",5,2017,0.1592,410,35220
"rla","AR",5,2018,0.1591,400,38110
"rla","AR",5,2019,0.1507,420,38240
"rla","AR",6,2009,0.0941,330,35010
"rla","AR",6,2010,0.1043,320,35050
"rla","AR",6,2011,0.109,330,36040
"rla","AR",6,2012,0.1092,330,36070
"rla","AR",6,2013,0.1069,320,36040
"rla","AR",6,2014,0.0977,240,27820
"rla","AR",6,2015,0.1206,310,33940
"rla","AR",6,2016,0.1095,310,35110
"rla","AR",6,2017,0.1149,310,35220
"rla","AR",6,2018,0.1169,320,35620
"rla","AR",6,2019,0.119,320,38320
"rla","AR",7,2009,0.1279,290,34780
"rla","AR",7,2010,0.1108,290,35220
"rla","AR",7,2011,0.1113,290,35760
"rla","AR",7,2012,0.103,290,36180
"rla","AR",7,2013,0.1043,280,35720
"rla","AR",7,2014,0.1109,210,26980
"rla","AR",7,2015,0.118,270,33950
"rla","AR",7,2016,0.1124,280,35340
"rla","AR",7,2017,0.1107,280,35150
"rla","AR",7,2018,0.1167,290,35740
"rla","AR",7,2019,0.119,290,35930
"rla","AR",8,2009,0.1299,290,34300
"rla","AR",8,2010,0.1198,290,34680
"rla","AR",8,2011,0.1134,280,35460
"rla","AR",8,2012,0.1045,290,35620
"rla","AR",8,2013,0.1035,270,35410
"rla","AR",8,2014,0.0908,200,28260
"rla","AR",8,2015,0.1398,270,34110
"rla","AR",8,2016,0.1183,280,35870
"rla","AR",8,2017,0.1181,280,35080
"rla","AR",8,2018,0.1336,280,35570
"rla","AR",8,2019,0.1231,280,35740
"rla","AZ",3,2009,0.1908,990,82280
"rla","AZ",3,2010,0.1871,1010,82160
"rla","AZ",3,2011,0.1922,1020,81090
"rla","AZ",3,2012,0.1971,1010,82350
"rla","AZ",3,2013,0.2162,1020,81960
"rla","AZ",3,2014,0.2034,1000,82550
"rla","AZ",3,2015,0.2306,980,81260
"rla","AZ",3,2016,0.2177,910,75620
"rla","AZ",3,2017,0.2216,880,74350
"rla","AZ",3,2018,0.2367,560,46960
"rla","AZ",3,2019,0.2288,1070,80780
"rla","AZ",4,2009,0.2025,990,81920
"rla","AZ",4,2010,0.211,1000,81770
"rla","AZ",4,2011,0.2107,1000,81320
"rla","AZ",4,2012,0.2069,1020,81460
"rla","AZ",4,2013,0.1966,1000,81790
"rla","AZ",4,2014,0.2207,1010,82270
"rla","AZ",4,2015,0.2152,990,80560
"rla","AZ",4,2016,0.2379,920,76020
"rla","AZ",4,2017,0.2418,920,75880
"rla","AZ",4,2018,0.2314,630,52290
"rla","AZ",4,2019,0.2454,1070,84570
"rla","AZ",5,2009,0.1855,980,80410
"rla","AZ",5,2010,0.2033,1000,81410
"rla","AZ",5,2011,0.1825,1000,81140
"rla","AZ",5,2012,0.1943,1000,81670
"rla","AZ",5,2013,0.1805,1000,81040
"rla","AZ",5,2014,0.1858,990,82210
"rla","AZ",5,2015,0.2411,1000,80620
"rla","AZ",5,2016,0.2116,930,76820
"rla","AZ",5,2017,0.2378,910,76130
"rla","AZ",5,2018,0.2218,620,52800
"rla","AZ",5,2019,0.2407,1070,87940
"rla","AZ",6,2009,0.2296,810,79950
"rla","AZ",6,2010,0.2131,820,79670
"rla","AZ",6,2011,0.2021,840,80700
"rla","AZ",6,2012,0.2076,850,81310
"rla","AZ",6,2013,0.1819,850,81210
"rla","AZ",6,2014,0.2079,850,81290
"rla","AZ",6,2015,0.2419,830,79720
"rla","AZ",6,2016,0.2635,770,73420
"rla","AZ",6,2017,0.2272,760,72260
"rla","AZ",6,2018,0.2264,540,51860
"rla","AZ",6,2019,0.2307,910,87600
"rla","AZ",7,2009,0.1919,590,80260
"rla","AZ",7,2010,0.204,590,79320
"rla","AZ",7,2011,0.2026,600,79380
"rla","AZ",7,2012,0.2047,610,80780
"rla","AZ",7,2013,0.1914,620,81440
"rla","AZ",7,2014,0.1775,610,81550
"rla","AZ",7,2015,0.2517,600,76830
"rla","AZ",7,2016,0.2421,530,69950
"rla","AZ",7,2017,0.2599,520,68270
"rla","AZ",7,2018,0.2627,370,45570
"rla","AZ",7,2019,0.2382,680,86000
"rla","AZ",8,2009,0.2043,570,78660
"rla","AZ",8,2010,0.2068,600,79500
"rla","AZ",8,2011,0.2144,600,78410
"rla","AZ",8,2012,0.2052,610,79210
"rla","AZ",8,2013,0.1941,600,80100
"rla","AZ",8,2014,0.1969,600,80840
"rla","AZ",8,2015,0.2287,560,75800
"rla","AZ",8,2016,0.2372,510,66800
"rla","AZ",8,2017,0.2428,510,65580
"rla","AZ",8,2018,0.2582,380,50790
"rla","AZ",8,2019,0.2664,660,84440
"rla","CA",3,2009,0.2109,5290,459740
"rla","CA",3,2010,0.2014,5310,454350
"rla","CA",3,2011,0.1936,5340,453260
"rla","CA",3,2012,0.2064,5370,459950
"rla","CA",3,2013,0.2038,5300,457380
"rla","CA",3,2015,0.2522,5040,438250
"rla","CA",3,2016,0.2396,4580,390630
"rla","CA",3,2017,0.2233,4900,408620
"rla","CA",3,2018,0.213,5000,399120
"rla","CA",3,2019,0.2054,5020,406350
"rla","CA",4,2009,0.2222,5290,454740
"rla","CA",4,2010,0.2122,5280,460560
"rla","CA",4,2011,0.2094,5330,455870
"rla","CA",4,2012,0.2081,5340,453750
"rla","CA",4,2013,0.2041,5320,456070
"rla","CA",4,2015,0.2587,5040,430510
"rla","CA",4,2016,0.2393,4690,414060
"rla","CA",4,2017,0.2322,4940,419030
"rla","CA",4,2018,0.2174,5070,422700
"rla","CA",4,2019,0.2044,5030,400240
"rla","CA",5,2009,0.2148,5280,458110
"rla","CA",5,2010,0.2092,5290,455890
"rla","CA",5,2011,0.2073,5320,462210
"rla","CA",5,2012,0.2157,5350,456830
"rla","CA",5,2013,0.2083,5310,450860
"rla","CA",5,2015,0.2522,5040,429280
"rla","CA",5,2016,0.2376,4760,412180
"rla","CA",5,2017,0.2321,5050,441280
"rla","CA",5,2018,0.2287,5130,431120
"rla","CA",5,2019,0.2139,5150,424510
"rla","CA",6,2009,0.1939,3610,458740
"rla","CA",6,2010,0.1955,3660,456480
"rla","CA",6,2011,0.19,3750,454960
"rla","CA",6,2012,0.2014,3800,460660
"rla","CA",6,2013,0.1943,3790,452280
"rla","CA",6,2015,0.2283,3610,427330
"rla","CA",6,2016,0.225,3460,417780
"rla","CA",6,2017,0.2183,3600,433320
"rla","CA",6,2018,0.2108,3630,446180
"rla","CA",6,2019,0.1954,3620,428190
"rla","CA",7,2009,0.2231,2050,466570
"rla","CA",7,2010,0.2161,2070,458490
"rla","CA",7,2011,0.2208,2120,456970
"rla","CA",7,2012,0.2192,2170,454760
"rla","CA",7,2013,0.1962,2140,456330
"rla","CA",7,2015,0.2243,2120,421800
"rla","CA",7,2016,0.2224,2020,416740
"rla","CA",7,2017,0.2157,2090,421390
"rla","CA",7,2018,0.2072,2150,433790
"rla","CA",7,2019,0.2008,2190,439140
"rla","CA",8,2009,0.2311,2050,472730
"rla","CA",8,2010,0.2378,2110,465840
"rla","CA",8,2011,0.2275,2140,459300
"rla","CA",8,2012,0.2171,2160,456200
"rla","CA",8,2013,0.1913,2100,448260
"rla","CA",8,2015,0.2151,2080,422770
"rla","CA",8,2016,0.2023,1900,397420
"rla","CA",8,2017,0.201,2020,413330
"rla","CA",8,2018,0.2,2090,423950
"rla","CA",8,2019,0.1948,2130,423020
"rla","CO",3,2012,0.2038,920,63760
"rla","CO",3,2013,0.193,920,63350
"rla","CO",3,2014,0.1906,930,64040
"rla","CO",3,2015,0.2478,670,45440
"rla","CO",3,2016,0.2195,710,50160
"rla","CO",3,2017,0.2122,780,53600
"rla","CO",3,2018,0.2054,830,56010
"rla","CO",3,2019,0.1932,810,52770
"rla","CO",4,2012,0.2033,920,62580
"rla","CO",4,2013,0.2095,910,63500
"rla","CO",4,2014,0.2085,920,63440
"rla","CO",4,2015,0.2257,660,45110
"rla","CO",4,2016,0.2625,680,46620
"rla","CO",4,2017,0.2253,710,49140
"rla","CO",4,2018,0.2199,780,54010
"rla","CO",4,2019,0.2324,790,53560
"rla","CO",5,2012,0.2132,910,61780
"rla","CO",5,2013,0.2079,910,62510
"rla","CO",5,2014,0.2084,910,63610
"rla","CO",5,2015,0.2311,660,45130
"rla","CO",5,2016,0.2374,670,44510
"rla","CO",5,2017,0.2396,660,44340
"rla","CO",5,2018,0.2257,730,50180
"rla","CO",5,2019,0.2089,770,52160
"rla","CO",6,2012,0.1945,540,61240
"rla","CO",6,2013,0.2039,550,61080
"rla","CO",6,2014,0.1951,550,62260
"rla","CO",6,2018,0.2354,390,41540
"rla","CO",6,2019,0.2435,380,45110
"rla","CO",7,2012,0.1947,430,59930
"rla","CO",7,2013,0.1868,430,61400
"rla","CO",7,2014,0.1878,440,62360
"rla","CO",8,2012,0.2094,420,58750
"rla","CO",8,2013,0.2078,420,59660
"rla","CO",8,2014,0.2105,420,60730
"rla","CT",3,2009,0.2413,580,41350
"rla","CT",3,2010,0.2447,580,40900
"rla","CT",3,2011,0.2326,550,39400
"rla","CT",3,2012,0.2536,550,40350
"rla","CT",3,2013,0.2422,520,37510
"rla","CT",3,2015,0.2505,500,34760
"rla","CT",3,2016,0.251,510,35820
"rla","CT",3,2017,0.2549,520,35620
"rla","CT",3,2018,0.2126,490,32280
"rla","CT",3,2019,0.2048,480,31340
"rla","CT",4,2009,0.2514,570,41490
"rla","CT",4,2010,0.2609,570,41120
"rla","CT",4,2011,0.2598,550,40380
"rla","CT",4,2012,0.2728,540,39490
"rla","CT",4,2013,0.2616,520,38500
"rla","CT",4,2015,0.2893,500,35700
"rla","CT",4,2016,0.276,480,33600
"rla","CT",4,2017,0.2879,510,36260
"rla","CT",4,2018,0.238,500,34600
"rla","CT",4,2019,0.2236,480,32720
"rla","CT",5,2009,0.2517,540,42020
"rla","CT",5,2010,0.287,540,41450
"rla","CT",5,2011,0.2879,500,40740
"rla","CT",5,2012,0.2808,510,40580
"rla","CT",5,2013,0.2676,480,38160
"rla","CT",5,2015,0.2615,460,35960
"rla","CT",5,2016,0.2707,460,34780
"rla","CT",5,2017,0.2951,490,36690
"rla","CT",5,2018,0.2484,460,35520
"rla","CT",5,2019,0.2218,450,34560
"rla","CT",6,2009,0.3006,330,41690
"rla","CT",6,2010,0.2728,340,42050
"rla","CT",6,2011,0.2803,340,41130
"rla","CT",6,2012,0.3048,330,40720
"rla","CT",6,2013,0.2633,320,38420
"rla","CT",6,2015,0.2775,300,35680
"rla","CT",6,2016,0.2598,290,35130
"rla","CT",6,2017,0.2921,310,36240
"rla","CT",6,2018,0.2352,300,34580
"rla","CT",6,2019,0.2146,300,34350
"rla","CT",7,2009,0.2682,270,42630
"rla","CT",7,2010,0.3112,270,41850
"rla","CT",7,2011,0.2808,270,41800
"rla","CT",7,2012,0.2932,280,41300
"rla","CT",7,2013,0.2575,260,38810
"rla","CT",7,2015,0.2137,240,33840
"rla","CT",7,2016,0.2266,250,35720
"rla","CT",7,2017,0.2777,270,36490
"rla","CT",7,2018,0.216,250,34360
"rla","CT",7,2019,0.2007,250,34500
"rla","CT",8,2009,0.286,260,42500
"rla","CT",8,2010,0.2975,270,42620
"rla","CT",8,2011,0.2964,270,41330
"rla","CT",8,2012,0.3021,280,41620
"rla","CT",8,2013,0.2506,260,39210
"rla","CT",8,2015,0.2365,230,34500
"rla","CT",8,2016,0.2164,240,34380
"rla","CT",8,2017,0.2427,250,35180
"rla","CT",8,2018,0.2294,250,34200
"rla","CT",8,2019,0.2122,240,32900
"rla","DC",3,2009,0.237,110,4810
"rla","DC",3,2010,0.235,110,4630
"rla","DC",3,2012,0.261,110,4460
"rla","DC",3,2013,0.2395,110,4530
"rla","DC",3,2014,0.26,100,4950
"rla","DC",3,2015,0.3084,100,4970
"rla","DC",3,2016,0.2312,90,4770
"rla","DC",3,2017,0.2731,70,3660
"rla","DC",3,2018,0.2293,110,5820
"rla","DC",3,2019,0.225,90,4620
"rla","DC",4,2009,0.2299,110,4350
"rla","DC",4,2010,0.2213,110,4560
"rla","DC",4,2011,0.2806,110,4290
"rla","DC",4,2012,0.2576,110,4290
"rla","DC",4,2013,0.25,100,3970
"rla","DC",4,2014,0.2605,100,4460
"rla","DC",4,2015,0.2778,90,4190
"rla","DC",4,2016,0.3259,100,4570
"rla","DC",4,2017,0.2759,70,3920
"rla","DC",4,2018,0.2808,110,5740
"rla","DC",4,2019,0.2751,90,4730
"rla","DC",5,2009,0.2607,100,4380
"rla","DC",5,2010,0.2344,100,4100
"rla","DC",5,2011,0.2349,100,4130
"rla","DC",5,2012,0.2932,110,4540
"rla","DC",5,2013,0.2528,100,4090
"rla","DC",5,2014,0.2732,100,4180
"rla","DC",5,2015,0.2647,80,3670
"rla","DC",5,2016,0.3056,90,4100
"rla","DC",5,2017,0.3029,70,3250
"rla","DC",5,2018,0.2467,110,5630
"rla","DC",5,2019,0.2674,100,4940
"rla","DC",6,2009,0.301,80,4290
"rla","DC",6,2010,0.2164,70,4030
"rla","DC",6,2011,0.1828,70,4030
"rla","DC",6,2012,0.1751,70,4380
"rla","DC",6,2013,0.1601,60,4350
"rla","DC",6,2014,0.1389,60,3970
"rla","DC",6,2015,0.1659,50,3690
"rla","DC",6,2016,0.1738,50,3420
"rla","DC",6,2018,0.1936,60,4620
"rla","DC",6,2019,0.1798,50,3900
"rla","DC",7,2009,0.3003,60,4410
"rla","DC",7,2010,0.2542,60,3900
"rla","DC",7,2011,0.2972,60,4040
"rla","DC",7,2012,0.2395,70,4260
"rla","DC",7,2013,0.2006,60,4130
"rla","DC",7,2014,0.1821,60,4120
"rla","DC",7,2015,0.2213,40,3120
"rla","DC",7,2016,0.2531,50,3420
"rla","DC",7,2018,0.2268,60,4390
"rla","DC",7,2019,0.1973,50,3600
"rla","DC",8,2009,0.3383,50,4370
"rla","DC",8,2010,0.2897,60,4110
"rla","DC",8,2011,0.3191,60,3900
"rla","DC",8,2012,0.2627,60,4150
"rla","DC",8,2013,0.2715,50,3440
"rla","DC",8,2014,0.2008,50,3780
"rla","DC",8,2015,0.223,50,3080
"rla","DC",8,2016,0.1856,40,3050
"rla","DC",8,2018,0.2187,50,3620
"rla","DC",8,2019,0.1779,50,3220
"rla","DE",3,2009,0.2104,100,9460
"rla","DE",3,2010,0.1882,110,9600
"rla","DE",3,2011,0.2299,110,9460
"rla","DE",3,2012,0.2176,110,10080
"rla","DE",3,2013,0.2173,110,9760
"rla","DE",3,2014,0.2058,110,10030
"rla","DE",3,2015,0.2214,100,9420
"rla","DE",3,2016,0.1748,110,10190
"rla","DE",3,2017,0.2077,110,10650
"rla","DE",3,2018,0.2061,110,10440
"rla","DE",3,2019,0.2085,110,10310
"rla","DE",4,2009,0.1959,100,9350
"rla","DE",4,2010,0.1767,100,9530
"rla","DE",4,2011,0.2294,100,9460
"rla","DE",4,2012,0.2243,110,9600
"rla","DE",4,2013,0.1887,100,9740
"rla","DE",4,2014,0.1705,100,9820
"rla","DE",4,2015,0.2154,100,9140
"rla","DE",4,2016,0.2273,110,10120
"rla","DE",4,2017,0.1886,100,10370
"rla","DE",4,2018,0.1927,100,10380
"rla","DE",4,2019,0.2139,110,10390
"rla","DE",5,2009,0.2256,90,9040
"rla","DE",5,2010,0.1989,90,9350
"rla","DE",5,2011,0.2,100,9560
"rla","DE",5,2012,0.2228,100,9770
"rla","DE",5,2013,0.1796,100,9460
"rla","DE",5,2014,0.2058,100,10100
"rla","DE",5,2015,0.2335,100,9420
"rla","DE",5,2016,0.2141,100,10050
"rla","DE",5,2017,0.2179,100,10430
"rla","DE",5,2018,0.2118,100,10330
"rla","DE",5,2019,0.1792,100,10560
"rla","DE",6,2009,0.2406,50,9070
"rla","DE",6,2010,0.2218,50,9410
"rla","DE",6,2011,0.1737,50,9420
"rla","DE",6,2012,0.228,50,9780
"rla","DE",6,2013,0.1818,50,9570
"rla","DE",6,2014,0.1953,50,9660
"rla","DE",6,2015,0.1933,40,8870
"rla","DE",6,2016,0.2309,50,9470
"rla","DE",6,2017,0.2353,50,10200
"rla","DE",6,2018,0.2465,50,10510
"rla","DE",6,2019,0.2042,50,10420
"rla","DE",7,2009,0.2109,40,9320
"rla","DE",7,2010,0.2776,50,9220
"rla","DE",7,2011,0.2066,50,9330
"rla","DE",7,2012,0.2452,50,9630
"rla","DE",7,2013,0.2133,50,9890
"rla","DE",7,2014,0.22,50,9720
"rla","DE",7,2015,0.1929,40,8700
"rla","DE",7,2016,0.2058,50,9730
"rla","DE",7,2017,0.2442,50,9960
"rla","DE",7,2018,0.2273,50,10210
"rla","DE",7,2019,0.2228,50,10490
"rla","DE",8,2009,0.2469,50,9590
"rla","DE",8,2010,0.2847,40,9350
"rla","DE",8,2011,0.2716,50,9080
"rla","DE",8,2012,0.2678,50,9460
"rla","DE",8,2013,0.2001,50,9670
"rla","DE",8,2014,0.1955,50,9900
"rla","DE",8,2015,0.2621,40,7720
"rla","DE",8,2016,0.2322,40,8360
"rla","DE",8,2017,0.2513,50,9980
"rla","DE",8,2018,0.2097,50,9640
"rla","DE",8,2019,0.2005,50,10000
"rla","FL",3,2009,0.1727,1870,201910
"rla","FL",3,2010,0.1554,1930,204060
"rla","FL",3,2011,0.1746,1960,198800
"rla","FL",3,2012,0.1784,1990,199900
"rla","FL",3,2013,0.1816,2000,201230
"rla","FL",3,2014,0.1816,2010,204160
"rla","FL",3,2015,0.188,1960,206220
"rla","FL",3,2016,0.1952,1870,195950
"rla","FL",3,2017,0.1939,2070,222170
"rla","FL",3,2018,0.1825,2080,215840
"rla","FL",3,2019,0.1873,2110,213790
"rla","FL",4,2009,0.1526,1860,192960
"rla","FL",4,2010,0.1522,1910,195750
"rla","FL",4,2011,0.1464,1950,195170
"rla","FL",4,2012,0.1512,1970,190290
"rla","FL",4,2013,0.1613,1970,189090
"rla","FL",4,2014,0.1677,1980,191940
"rla","FL",4,2015,0.1774,1860,183100
"rla","FL",4,2016,0.1874,1710,174210
"rla","FL",4,2017,0.1647,1980,200240
"rla","FL",4,2018,0.1707,2030,209270
"rla","FL",4,2019,0.17,2090,207780
"rla","FL",5,2009,0.1409,1850,189650
"rla","FL",5,2010,0.1466,1900,195080
"rla","FL",5,2011,0.1475,1940,194970
"rla","FL",5,2012,0.1504,1960,196520
"rla","FL",5,2013,0.1414,1950,189300
"rla","FL",5,2014,0.1681,1970,190950
"rla","FL",5,2015,0.1704,1860,182230
"rla","FL",5,2016,0.1703,1710,167780
"rla","FL",5,2017,0.1717,1990,204220
"rla","FL",5,2018,0.1625,2040,206300
"rla","FL",5,2019,0.1658,2090,215250
"rla","FL",6,2009,0.1634,850,193450
"rla","FL",6,2010,0.1604,880,192690
"rla","FL",6,2011,0.1758,890,193490
"rla","FL",6,2012,0.1647,930,195060
"rla","FL",6,2013,0.1522,900,187640
"rla","FL",6,2014,0.1621,920,181190
"rla","FL",6,2015,0.1832,790,154430
"rla","FL",6,2016,0.1812,790,148130
"rla","FL",6,2017,0.1841,960,188060
"rla","FL",6,2018,0.1826,990,198080
"rla","FL",6,2019,0.1627,1030,199980
"rla","FL",7,2009,0.1574,770,189710
"rla","FL",7,2010,0.1543,800,194980
"rla","FL",7,2011,0.1563,820,189900
"rla","FL",7,2012,0.163,830,194090
"rla","FL",7,2013,0.1524,800,184010
"rla","FL",7,2014,0.1603,810,182990
"rla","FL",7,2015,0.1784,710,148120
"rla","FL",7,2016,0.1814,680,140010
"rla","FL",7,2017,0.1873,850,180700
"rla","FL",7,2018,0.1898,880,180370
"rla","FL",7,2019,0.1833,950,202460
"rla","FL",8,2009,0.1643,770,191450
"rla","FL",8,2010,0.1681,810,191060
"rla","FL",8,2011,0.1578,810,191550
"rla","FL",8,2012,0.1479,830,190200
"rla","FL",8,2013,0.1512,780,183850
"rla","FL",8,2014,0.1511,770,176130
"rla","FL",8,2015,0.1603,660,145910
"rla","FL",8,2016,0.1636,680,143330
"rla","FL",8,2017,0.17,830,178360
"rla","FL",8,2018,0.1794,880,184420
"rla","FL",8,2019,0.1773,930,194440
"rla","GA",3,2009,0.1297,1220,136320
"rla","GA",3,2010,0.1474,1240,143330
"rla","GA",3,2011,0.1582,1250,140410
"rla","GA",3,2012,0.2009,1250,127090
"rla","GA",3,2013,0.2114,1230,126970
"rla","GA",3,2014,0.2187,1230,129200
"rla","GA",3,2015,0.2235,1210,129260
"rla","GA",3,2016,0.2221,1230,135420
"rla","GA",3,2017,0.2091,1230,135800
"rla","GA",3,2018,0.2176,1240,134130
"rla","GA",3,2019,0.2061,1230,128660
"rla","GA",4,2009,0.1243,1210,132350
"rla","GA",4,2010,0.14,1230,140350
"rla","GA",4,2011,0.1554,1240,141870
"rla","GA",4,2012,0.1929,1250,126720
"rla","GA",4,2013,0.182,1230,125720
"rla","GA",4,2014,0.1909,1220,126590
"rla","GA",4,2015,0.2149,1200,126010
"rla","GA",4,2016,0.2257,1220,132110
"rla","GA",4,2017,0.2263,1230,135640
"rla","GA",4,2018,0.2131,1230,136170
"rla","GA",4,2019,0.2114,1230,132880
"rla","GA",5,2009,0.1287,1210,131640
"rla","GA",5,2010,0.1349,1220,137650
"rla","GA",5,2011,0.1505,1240,140790
"rla","GA",5,2012,0.1846,1240,129820
"rla","GA",5,2013,0.1816,1220,127330
"rla","GA",5,2014,0.2086,1220,126730
"rla","GA",5,2015,0.2075,1190,125310
"rla","GA",5,2016,0.2188,1220,130040
"rla","GA",5,2017,0.2093,1220,133020
"rla","GA",5,2018,0.2142,1220,137070
"rla","GA",5,2019,0.2028,1220,136200
"rla","GA",6,2009,0.1371,540,123990
"rla","GA",6,2010,0.1242,540,131750
"rla","GA",6,2011,0.1404,550,133240
"rla","GA",6,2012,0.1753,560,127860
"rla","GA",6,2013,0.1666,550,128280
"rla","GA",6,2014,0.1734,550,127230
"rla","GA",6,2015,0.1828,550,124000
"rla","GA",6,2016,0.1789,550,128470
"rla","GA",6,2017,0.1813,550,128780
"rla","GA",6,2018,0.185,560,133220
"rla","GA",6,2019,0.1883,560,136410
"rla","GA",7,2009,0.116,500,123720
"rla","GA",7,2010,0.1322,520,127320
"rla","GA",7,2011,0.1375,520,131380
"rla","GA",7,2012,0.1646,520,124880
"rla","GA",7,2013,0.1454,520,127060
